 wave_time_ps    wave_start      wave_time_ps    wave_comp_valid wave_time_ps    wave_comp       wave_time_ps    wave_done       wave_time_ps    wave_trial_code wave_time_ps    wave_final_code
 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.60000000e+01  0.00000000e+00  0.00000000e+00 
 2.00000000e+01  0.00000000e+00  2.00000000e+01  0.00000000e+00  2.00000000e+01  0.00000000e+00  2.00000000e+01  0.00000000e+00  2.00000000e+01  1.60000000e+01  2.00000000e+01  0.00000000e+00 
 2.70000000e+02  0.00000000e+00  2.70000000e+02  1.00000000e+00  2.70000000e+02  1.00000000e+00  2.70000000e+02  0.00000000e+00  2.70000000e+02  1.60000000e+01  2.70000000e+02  0.00000000e+00 
 2.71000000e+02  0.00000000e+00  2.71000000e+02  0.00000000e+00  2.71000000e+02  1.00000000e+00  2.71000000e+02  0.00000000e+00  2.71000000e+02  2.40000000e+01  2.71000000e+02  0.00000000e+00 
 3.31000000e+02  0.00000000e+00  3.31000000e+02  1.00000000e+00  3.31000000e+02  0.00000000e+00  3.31000000e+02  0.00000000e+00  3.31000000e+02  2.40000000e+01  3.31000000e+02  0.00000000e+00 
 3.32000000e+02  0.00000000e+00  3.32000000e+02  0.00000000e+00  3.32000000e+02  0.00000000e+00  3.32000000e+02  0.00000000e+00  3.32000000e+02  2.00000000e+01  3.32000000e+02  0.00000000e+00 
 3.92000000e+02  0.00000000e+00  3.92000000e+02  1.00000000e+00  3.92000000e+02  0.00000000e+00  3.92000000e+02  0.00000000e+00  3.92000000e+02  2.00000000e+01  3.92000000e+02  0.00000000e+00 
 3.93000000e+02  0.00000000e+00  3.93000000e+02  0.00000000e+00  3.93000000e+02  0.00000000e+00  3.93000000e+02  0.00000000e+00  3.93000000e+02  1.80000000e+01  3.93000000e+02  0.00000000e+00 
 4.53000000e+02  0.00000000e+00  4.53000000e+02  1.00000000e+00  4.53000000e+02  0.00000000e+00  4.53000000e+02  0.00000000e+00  4.53000000e+02  1.80000000e+01  4.53000000e+02  0.00000000e+00 
 4.54000000e+02  0.00000000e+00  4.54000000e+02  0.00000000e+00  4.54000000e+02  0.00000000e+00  4.54000000e+02  0.00000000e+00  4.54000000e+02  1.70000000e+01  4.54000000e+02  0.00000000e+00 
 5.16000000e+02  0.00000000e+00  5.16000000e+02  1.00000000e+00  5.16000000e+02  0.00000000e+00  5.16000000e+02  0.00000000e+00  5.16000000e+02  1.70000000e+01  5.16000000e+02  0.00000000e+00 
 5.17000000e+02  0.00000000e+00  5.17000000e+02  0.00000000e+00  5.17000000e+02  0.00000000e+00  5.17000000e+02  1.00000000e+00  5.17000000e+02  1.60000000e+01  5.17000000e+02  1.60000000e+01 
